BuffID	BuffDesc	IsSaved	IsRecorded	IsDeleted	IsOverlapped	OverlapTyp	EffectTyp	EffectPara	BuffPriority	BuffSpecialType	ActivateRound	IsDeleteSourceExit
31201101	挑衅	1	1	1	0		16	31201101	3			
31202101	挑衅	1	1	1	0		16	31202101	3			
31212101	获得1张锦囊	0	0	0	0		6	31212101	3			
31212201	获得2张锦囊	0	0	0	0		6	31212201	3			
32021101	造成2点伤害	0	0	0	0		26	32021101	3			
32022101	造成2点伤害	0	0	0	0		26	32022101	3			
32031101	造成1点伤害	0	0	0	0		26	32031101	3			
32031102	攻击+1	1	1	1	1	1	3	32031102	3			
32031103	体力+1	1	1	1	1	1	2	32031103	3			
32032101	造成1点伤害	0	0	0	0		26	32032101	3			
32032102	攻击+1	1	1	1	1	1	3	32032102	3			
32032103	体力+1	1	1	1	1	1	2	32032103	3			
32041101	获得2虎符	0	0	0	0		4	32041101	3			
32042101	获得2虎符	0	0	0	0		4	32042101	3			
32051101	招募结束时，使全体友方获得体力+1	1	1	1	1	1	2	32051101	3			
32052101	招募结束时，使全体友方获得体力+2	1	1	1	1	1	2	32052101	3			
32061101	攻击时，获得等于体力值的攻击	0	1	1	1	1	3	32061101	3			
32062101	攻击时，获得等于体力值2倍的攻击	0	1	1	1	1	3	32062101	3			
32071101	永久获得体力+2	1	1	1	1	1	2	32071101	3			
32072101	永久获得体力+4	1	1	1	1	1	2	32072101	3			
32081101	攻击+2	1	1	1	1	1	3	32081101	3			
32081102	体力+2	1	1	1	1	1	2	32081102	3			
32082101	攻击+4	1	1	1	1	1	3	32082101	3			
32082102	体力+4	1	1	1	1	1	2	32082102	3			
32091101	攻击+1	1	1	1	1	1	3	32091101	3			
32091102	体力+2	1	1	1	1	1	2	32091102	3			
32092101	攻击+2	1	1	1	1	1	3	32092101	3			
32092102	体力+4	1	1	1	1	1	2	32092102	3			
32101101	造成2点伤害	0	0	0	0		26	32101101	3			
32102101	造成2点伤害	0	0	0	0		26	32102101	3			
32111101	挑衅	0	1	1	0		16	32111101	3			
32111201	受到攻击后，随机造成等于体力值的伤害	0	0	0	0		26	32111201	3			
32112101	挑衅	0	1	1	0		16	32112101	3			
32112201	受到攻击后，随机造成等于2倍体力值的伤害	0	0	0	0		26	32112201	3			
32121101	咆哮。	0	1	1	1	1	11	32121101	3			
32121201	造成2点伤害（本局每判定过1次，增加1点）	0	0	0	0		26	32121201	3			
32122101	咆哮。	0	1	1	1	1	11	32122101	3			
32122201	造成4点伤害（本局每判定过1次，增加2点）	0	0	0	0		26	32122201	3			
32131101	攻击永久+4	1	1	1	1	1	3	32131101	3			
32131102	体力永久+4	1	1	1	1	1	2	32131102	3			
32131103	再次执行技能	0	0	0	0		27	32131103	3			
32132101	攻击永久+8	1	1	1	1	1	3	32132101	3			
32132102	体力永久+8	1	1	1	1	1	2	32132102	3			
32132103	再次执行技能	0	0	0	0		27	32132103	3			
32141101	攻击+1	1	1	1	1	1	3	32141101	3			
32141102	体力+2	1	1	1	1	1	2	32141102	3			
32142101	攻击+2	1	1	1	1	1	3	32142101	3			
32142102	体力+4	1	1	1	1	1	2	32142102	3			
32151101	判定成功	0	0	0	0		35	32151101	3			
32151201	攻击+2	1	1	1	1	1	3	32151201	3			
32151202	体力+2	1	1	1	1	1	2	32151202	3			
32152101	判定成功	0	0	0	0		35	32152101	3			
32152201	攻击+4	1	1	1	1	1	3	32152201	3			
32152202	体力+4	1	1	1	1	1	2	32152202	3			
32171101	分摊伤害	0	0	0	0		42	32171101	3			
32172101	分摊伤害	0	0	0	0		42	32172101	3			
32181101	御策	1	1	1	0		9	32181101	3			
32181201	获得左侧魏势力攻击	0	1	1	1	1	3	32181201	3			
32181202	获得左侧魏势力体力	0	1	1	1	1	2	32181202	3			
32182101	御策	1	1	1	0		9	32182101	3			
32182201	获得左侧魏势力攻击2次	0	1	1	1	1	3	32182201	3			
32182202	获得左侧魏势力体力2次	0	1	1	1	1	2	32182202	3			
32191101	造成1点伤害（本局游戏每判定过1次增加1点）	0	0	0	0		26	32191101	3			
32192101	造成1点伤害（本局游戏每判定过1次增加1点）	0	0	0	0		26	32192101	3			
32161101	受到伤害减半	0	1	1	0		52	32161101	3			
32161201	受到伤害减半	0	1	1	0		52	32161201	3			
32162101	受到伤害减半	0	1	1	0		52	32162101	3			
32162201	受到伤害减半	0	1	1	0		52	32162201	3			
33011101	获得1张刀斧手	0	0	0	0		5	33011101	3			
33012101	获得2张刀斧手	0	0	0	0		5	33012101	3			
33021101	攻击+1	1	1	1	1	1	3	33021101	3			
33021102	体力+1	1	1	1	1	1	2	33021102	3			
33022101	攻击+2	1	1	1	1	1	3	33022101	3			
33022102	体力+2	1	1	1	1	1	2	33022102	3			
33031101	攻击+2	1	1	1	1	1	3	33031101	3			
33031102	体力+2	1	1	1	1	1	2	33031102	3			
33032101	攻击+4	1	1	1	1	1	3	33032101	3			
33032102	体力+4	1	1	1	1	1	2	33032102	3			
33041101	移除友方	0	0	0	0		21		3			
33041102	获得3虎符	0	0	0	0		4	33041102	3			
33042101	移除友方	0	0	0	0		21		3			
33042102	获得4虎符	0	0	0	0		4	33042102	3			
33051101	攻击+1	1	1	1	1	1	3	33051101	3			
33051102	体力+1	1	1	1	1	1	2	33051102	3			
33052101	攻击+2	1	1	1	1	1	3	33052101	3			
33052102	体力+2	1	1	1	1	1	2	33052102	3			
33061101	移除友方	0	0	0	0		21		3			
33061102	攻击+2	1	1	1	1	1	3	33061102	3			
33061103	体力+2	1	1	1	1	1	2	33061103	3			
33062101	移除友方	0	0	0	0		21		3			
33062102	攻击+4	1	1	1	1	1	3	33062102	3			
33062103	体力+4	1	1	1	1	1	2	33062103	3			
33071101	触发招募结束时效果	0	0	0	0		27	33071101	3			
33072101	触发招募结束时效果2次	0	0	0	0		27	33072101	3			
33081101	攻击+1	1	1	1	1	1	3	33081101	3			
33081102	体力+1	1	1	1	1	1	2	33081102	3			
33081201	无法移除	1	1	1	0		43	33081201	3			
33082101	攻击+2	1	1	1	1	1	3	33082101	3			
33082102	体力+2	1	1	1	1	1	2	33082102	3			
33082201	无法移除	1	1	1	0		43	33082201	3			
33091101	攻击+1	1	1	1	1	1	3	33091101	3			
33091102	体力+1	1	1	1	1	1	2	33091102	3			
33092101	攻击+2	1	1	1	1	1	3	33092101	3			
33092102	体力+2	1	1	1	1	1	2	33092102	3			
33101101	移除自己	0	0	0	0		21		3			
33101102	获得2张当先武将牌	0	0	0	0		5	33101102	3			
33102101	移除自己	0	0	0	0		21		3			
33102102	获得4张当先武将牌	0	0	0	0		5	33102102	3			
33111101	攻击+1	1	1	1	1	1	3	33111101	3			
33111102	体力+1	1	1	1	1	1	2	33111102	3			
33112101	攻击+2	1	1	1	1	1	3	33112101	3			
33112102	体力+2	1	1	1	1	1	2	33112102	3			
33121101	招募结束时，获得1张随机吴势力武将牌	0	0	0	0		5	33121101	3			
33122101	招募结束时，获得2张随机吴势力武将牌	0	0	0	0		5	33122101	3			
33131101	获得1张锦囊牌	0	0	0	0		6	33131101	3			
33132101	获得2张锦囊牌	0	0	0	0		6	33132101	3			
33141101	攻击+2	1	1	1	1	1	3	33141101	3			
33141102	体力+2	1	1	1	1	1	2	33141102	3			
33142101	攻击+4	1	1	1	1	1	3	33142101	3			
33142102	体力+4	1	1	1	1	1	2	33142102	3			
33151101	获得1张解烦卫	0	0	0	0		5	33151101	3			
33152101	获得2张解烦卫	0	0	0	0		5	33152101	3			
33161101	获得无法攻击	0	1	1	0		32	33161101	3			
33162101	获得无法攻击	0	1	1	0		32	33162101	3			
33171101	获得葛玄衍生	1	1	1	1	1	8	33171101	3			
33171201	攻击+3	1	1	1	1	1	3	33171201	3			
33171202	体力+3	1	1	1	1	1	2	33171202	3			
33172101	获得葛玄金衍生	1	1	1	1	1	8	33172101	3			
33172201	攻击+6	1	1	1	1	1	3	33172201	3			
33172202	体力+6	1	1	1	1	1	2	33172202	3			
33181101	移除手牌	0	0	0	0		21		3			
33181102	攻击+6	1	1	1	1	1	3	33181102	3			
33181103	体力+6	1	1	1	1	1	2	33181103	3			
33182101	移除手牌	0	0	0	0		21		3			
33182102	攻击+6	1	1	1	1	1	3	33182102	3			
33182103	体力+6	1	1	1	1	1	2	33182103	3			
33191101	咆哮。	1	1	1	1	1	11	33191101	3			
33191201	造成等于本武将攻击力的伤害	0	0	0	0		26	33191201	3			
33192101	咆哮。	1	1	1	1	1	11	33192101	3			
33192201	造成等于本武将攻击力的伤害2次	0	0	0	0		26	33192201	3			
33211101	挑衅	1	1	1	0		16	33211101	3			
33211201	御策	1	1	1	1	1	9	33211201	3			
33212101	挑衅	1	1	1	0		16	33212101	3			
33212201	御策	1	1	1	1	1	9	33212201	3			
34011101	召唤一个黄巾兵	0	0	0	0		1	34011101	3			
34012101	召唤一个金色黄巾兵	0	0	0	0		1	34012101	3			
34021101	攻击+1	1	1	1	1	1	3	34021101	3			
34021102	体力+1	1	1	1	1	1	2	34021102	3			
34022101	攻击+2	1	1	1	1	1	3	34022101	3			
34022102	体力+2	1	1	1	1	1	2	34022102	3			
34031101	攻击+1	1	1	1	1	1	3	34031101	3			
34031102	体力+1	1	1	1	1	1	2	34031102	3			
34032101	攻击+2	1	1	1	1	1	3	34032101	3			
34032102	体力+2	1	1	1	1	1	2	34032102	3			
34041101	攻击+1	1	1	1	1	1	3	34041101	3			
34042101	攻击+2	1	1	1	1	1	3	34042101	3			
34041102	召唤一个黄巾兵	0	0	0	0		1	34041102	3			
34042102	召唤一个金色黄巾兵	0	0	0	0		1	34042102	3			
34051101	攻击+1	0	1	1	1	1	3	34051101	3			
34051102	体力+2	0	1	1	1	1	2	34051102	3			
34052101	攻击+2	0	1	1	1	1	3	34052101	3			
34052102	体力+4	0	1	1	1	1	2	34052102	3			
34061101	挑衅	0	1	1	0		16	34061101	3			
34061102	攻击+2	0	1	1	1	1	3	34061102	3			
34061103	体力+2	0	1	1	1	1	2	34061103	3			
34062101	挑衅	0	1	1	0		16	34062101	3			
34062102	攻击+4	0	1	1	1	1	3	34062102	3			
34062103	体力+4	0	1	1	1	1	2	34062103	3			
34071101	攻击+2	1	1	1	1	1	3	34071101	3			
34071102	体力+2	1	1	1	1	1	2	34071102	3			
34072101	攻击+4	1	1	1	1	1	3	34072101	3			
34072102	体力+4	1	1	1	1	1	2	34072102	3			
34081101	造成4点伤害	0	0	0	0		26	34081101	3			
34082101	造成4点伤害	0	0	0	0		26	34082101	3			
34091101	触发遗计一次	0	0	0	0		27	34091101	3			
34092101	触发遗计两次	0	0	0	0		27	34092101	3			
34101101	攻击+2	1	1	1	1	1	3	34101101	3			
34101102	体力+2	1	1	1	1	1	2	34101102	3			
34102101	攻击+4	1	1	1	1	1	3	34102101	3			
34102102	体力+4	1	1	1	1	1	2	34102102	3			
34111101	获得技能41112	0	1	1	1	1	8	34111101	3			
34111201	召唤一个黄巾兵	0	0	0	0		1	34111201	3			
34112101	获得技能41122	0	1	1	1	1	8	34112101	3			
34112201	召唤一个金色黄巾兵	0	0	0	0		1	34112201	3			
34121101	造成等于自身攻击力一半的伤害	0	0	0	0		26	34121101	3			
34122101	造成等于自身攻击力一半的伤害	0	0	0	0		26	34122101	3			
34131101	挑衅	1	1	1	0		16	34131101	3			
34131201	攻击+3	1	1	1	1	1	3	34131201	3			
34131202	攻击+1	1	1	1	1	1	2	34131202	3			
34132101	挑衅	1	1	1	0		16	34132101	3			
34132201	攻击+6	1	1	1	1	1	3	34132201	3			
34132202	攻击+2	1	1	1	1	1	2	34132202	3			
34141101	攻击+3	1	1	1	1	1	3	34141101	3			
34141102	体力+1	1	1	1	1	1	2	34141102	3			
34142101	攻击+6	1	1	1	1	1	3	34142101	3			
34142102	体力+2	1	1	1	1	1	2	34142102	3			
34151101	攻击+3	1	1	1	1	1	3	34151101	3			
34152101	攻击+6	1	1	1	1	1	3	34152101	3			
34161101	触发遗计一次	0	0	0	0		27	34161101	3			
34162101	触发遗计两次	0	0	0	0		27	34162101	3			
34171101	获得技能341712	0	1	1	1	1	8	34171101	3			
34171201	召唤一个具有挑衅的黄巾兵	0	0	0	0		1	34171201	3			
34172101	获得技能341722	0	1	1	1	1	8	34172101	3			
34172201	召唤一个具有挑衅的金色黄巾兵	0	0	0	0		1	34172201	3			
34181101	获得两侧的技能	0	1	1	1	1	8	34181101	3			
34182101	获得两侧的技能	0	1	1	1	1	8	34182101	3			
34191101	造成自身攻击力的伤害	0	0	0	0		26	34191101	3			
34192101	造成自身攻击力的伤害	0	0	0	0		26	34192101	3			
34211101	挑衅	1	1	1	0		16	34211101	3			
34212101	挑衅	1	1	1	0		16	34212101	3			
35011101	造成2点伤害	0	0	0	0		26	35011101	3			
35012101	造成2点伤害	0	0	0	0		26	35012101	3			
35021101	御策	0	1	1	1	1	9	35021101	3			
35022101	御策	0	1	1	1	1	9	35022101	3			
35031101	攻击+1	1	1	1	1	1	3	35031101	3			
35032101	攻击+2	1	1	1	1	1	3	35032101	3			
35041101	御策	0	1	1	1	1	9	35041101	3			
35042101	御策	0	1	1	1	1	9	35042101	3			
35051101	额外获得2虎符	0	0	0	0		4	35051101	3			
35052101	额外获得4虎符	0	0	0	0		4	35052101	3			
35061101	御策。	1	1	1	1	1	9	35061101	3			
35061201	破军：获得1枚虎符	0	0	0	0		4	35061201	3			
35062101	御策。	1	1	1	1	1	9	35062101	3			
35062201	破军：获得2枚虎符	0	0	0	0		4	35062201	3			
35071101	获得技能350712	0	1	1	1	1	8	35071101	3			
35071201	攻击+2	1	1	1	1	1	3	35071201	3			
35071202	体力+1	1	1	1	1	1	2	35071202	3			
35072101	获得技能350722	0	1	1	1	1	8	35072101	3			
35072201	攻击+4	1	1	1	1	1	3	35072201	3			
35072202	体力+2	1	1	1	1	1	2	35072202	3			
35081101	获得1虎符	0	0	0	0		4	35081101	3			
35081201	获得1虎符	0	0	0	0		4	35081201	3			
35082101	获得2虎符	0	0	0	0		4	35082101	3			
35082201	获得2虎符	0	0	0	0		4	35082201	3			
35091101	攻击+2	1	1	1	1	1	3	35091101	3			
35091102	体力+1	1	1	1	1	1	2	35091102	3			
35092101	攻击+4	1	1	1	1	1	3	35092101	3			
35092102	体力+2	1	1	1	1	1	2	35092102	3			
35101101	御策。	0	1	1	1	1	9	35101101	3			
35101201	破军：获得1张随机锦囊牌	0	0	0	0		6	35101201	3			
35102101	御策。	0	1	1	1	1	9	35102101	3			
35102201	破军：获得2张随机锦囊牌	0	0	0	0		6	35102201	3			
35111101	触发破军1次	0	0	0	0		27	35111101	3			
35112101	触发破军2次	0	0	0	0		27	35112101	3			
35121101	攻击+1	1	1	1	1	1	3	35121101	3			
35121102	体力+1	1	1	1	1	1	2	35121102	3			
35122101	攻击+2	1	1	1	1	1	3	35122101	3			
35122102	体力+2	1	1	1	1	1	2	35122102	3			
35131101	咆哮	1	1	1	1	1	11	35131101	3			
35131201	攻击+2	0	1	1	1	1	3	35131201	3			
35131202	体力+2	0	1	1	1	1	2	35131202	3			
35132101	咆哮	1	1	1	1	1	11	35132101	3			
35132201	攻击+4	0	1	1	1	1	3	35132201	3			
35132202	体力+4	0	1	1	1	1	2	35132202	3			
35141101	攻击+2	1	1	1	1	1	3	35141101	3			
35141102	体力+1	1	1	1	1	1	2	35141102	3			
35142101	攻击+4	1	1	1	1	1	3	35142101	3			
35142102	体力+2	1	1	1	1	1	2	35142102	3			
35151101	咆哮	1	1	1	1	1	11	35151101	3			
35151201	御策	1	1	1	1	1	9	35151201	3			
35151301	攻击永久+3	1	1	1	1	1	3	35151301	3			
35151302	体力永久+3	1	1	1	1	1	2	35151302	3			
35152101	咆哮	1	1	1	1	1	11	35152101	3			
35152201	御策	1	1	1	1	1	9	35152201	3			
35152301	攻击永久+6	1	1	1	1	1	3	35152301	3			
35152302	体力永久+6	1	1	1	1	1	2	35152302	3			
35161101	获得1虎符	0	0	0	0		4	35161101	3			
35162101	获得2虎符	0	0	0	0		4	35162101	3			
35171101	攻击+1	1	1	1	1	1	3	35171101	3			
35171102	体力+1	1	1	1	1	1	2	35171102	3			
35172101	攻击+2	1	1	1	1	1	3	35172101	3			
35172102	体力+2	1	1	1	1	1	2	35172102	3			
35181101	鸩毒	0	1	1	1	1	44	35181101	3			
35181201	御策	0	1	1	1	1	9	35181201	3			
35182101	鸩毒	0	1	1	1	1	44	35182101	3			
35182201	御策	0	1	1	1	1	9	35182201	3			
35191101	攻击永久+2	1	1	1	1	1	3	35191101	3			
35191102	体力永久+2	1	1	1	1	1	2	35191102	3			
35192101	攻击永久+4	1	1	1	1	1	3	35192101	3			
35192102	体力永久+4	1	1	1	1	1	2	35192102	3			
36011101	主公1点伤害	0	0	0	0		25	36011101	3			
36011102	攻击+1	1	1	1	1	1	3	36011102	3			
36011103	体力+1	1	1	1	1	1	2	36011103	3			
36012101	主公1点伤害	0	0	0	0		25	36012101	3			
36012102	攻击+2	1	1	1	1	1	3	36012102	3			
36012103	体力+2	1	1	1	1	1	2	36012103	3			
36021101	马术	1	1	1	1	1	46	36021101	3			
36021201	双倍攻击伤害	0	0	0	0		51	36021201	3			
36022101	马术	1	1	1	1	1	46	36022101	3			
36022201	三倍攻击伤害	0	0	0	0		51	36022201	3			
36031101	主公伤害-1	0	0	0	0		45	36031101	3			
36031102	体力+1	0	1	1	1	1	2	36031102	3			
36032101	主公伤害-2	0	0	0	0		45	36032101	3			
36032102	体力+2	0	1	1	1	1	2	36032102	3			
36041101	马术	0	1	1	1	1	46	36041101	3			
36041201	获得1虎符	0	0	0	0		4	36041201	3			
36041301	获得技能360414	0	1	1	1	1	8	36041301	3			
36041302	获得技能360414	0	1	1	1	1	8	36041302	3			
36041401	攻击永久+1	1	1	1	1	1	3	36041401	3			
36041402	体力永久+1	1	1	1	1	1	2	36041402	3			
36042101	马术	0	1	1	1	1	46	36042101	3			
36042201	获得2虎符	0	0	0	0		4	36042201	3			
36042301	获得技能360424	0	1	1	1	1	8	36042301	3			
36042302	获得技能360424	0	1	1	1	1	8	36042302	3			
36042401	攻击永久+2	1	1	1	1	1	3	36042401	3			
36042402	体力永久+2	1	1	1	1	1	2	36042402	3			
36051101	主公2点伤害	0	0	0	0		25	36051101	3			
36051102	获得1张西凉	0	0	0	0		5	36051102	3			
36052101	主公2点伤害	0	0	0	0		25	36052101	3			
36052102	获得2张西凉	0	0	0	0		5	36052102	3			
36061101	攻击永久+2	1	1	1	1	1	3	36061101	3			
36061102	体力永久+1	1	1	1	1	1	2	36061102	3			
36061103	攻击永久+2	1	1	1	1	1	3	36061103	3			
36061104	体力永久+1	1	1	1	1	1	2	36061104	3			
36062101	攻击永久+4	1	1	1	1	1	3	36062101	3			
36062102	体力永久+2	1	1	1	1	1	2	36062102	3			
36062103	攻击永久+4	1	1	1	1	1	3	36062103	3			
36062104	体力永久+2	1	1	1	1	1	2	36062104	3			
36071101	鸩毒	1	1	1	1	1	44	36071101	3			
36071201	主公1点伤害	0	0	0	0		25	36071201	3			
36072101	鸩毒	1	1	1	1	1	44	36072101	3			
36072201	主公1点伤害	0	0	0	0		25	36072201	3			
36081101	主公3点伤害	0	0	0	0		25	36081101	3			
36081102	获得3虎符	0	0	0	0		4	36081102	3			
36082101	主公3点伤害	0	0	0	0		25	36082101	3			
36082102	获得6虎符	0	0	0	0		4	36082102	3			
36091101	攻击+2	1	1	1	1	1	3	36091101	3			
36091102	体力+2	1	1	1	1	1	2	36091102	3			
36091103	立刻攻击	0	0	0	0		48	36091103	3			
36092101	攻击+4	1	1	1	1	1	3	36092101	3			
36092102	体力+4	1	1	1	1	1	2	36092102	3			
36092103	立刻攻击	0	0	0	0		48	36092103	3			
36101101	马术	1	1	1	1	1	46	36101101	3			
36101201	伤害减半	0	1	1	0		52	36101201	3			
36102101	马术	1	1	1	1	1	46	36102101	3			
36102201	伤害减半	0	1	1	0		52	36102201	3			
36111101	攻击+1	0	1	1	1	1	3	36111101	3			
36111102	体力+1	0	1	1	1	1	2	36111102	3			
36111103	攻击+1	0	1	1	1	1	3	36111103	3			
36111104	体力+1	0	1	1	1	1	2	36111104	3			
36112101	攻击+2	0	1	1	1	1	3	36112101	3			
36112102	体力+2	0	1	1	1	1	2	36112102	3			
36112103	攻击+2	0	1	1	1	1	3	36112103	3			
36112104	体力+2	0	1	1	1	1	2	36112104	3			
36121101	主公1点伤害	0	0	0	0		25	36121101	3			
36121102	1张本回合使用过的锦囊牌	0	0	0	0		6	36121102	3			
36122101	主公1点伤害	0	0	0	0		25	36122101	3			
36122102	2张本回合使用过的锦囊牌	0	0	0	0		6	36122102	3			
36131101	2*本场友方攻击数攻击永久	1	1	1	1	1	3	36131101	3			
36131102	1*本场友方攻击数体力永久	1	1	1	1	1	2	36131102	3			
36132101	4*本场友方攻击数攻击永久	1	1	1	1	1	3	36132101	3			
36132102	2*本场友方攻击数体力永久	1	1	1	1	1	2	36132102	3			
36141101	获得马术	0	1	1	1	1	46	36141101	3			
36141201	攻击永久+2	1	1	1	1	1	3	36141201	3			
36141202	体力永久+1	1	1	1	1	1	2	36141202	3			
36142101	获得马术	0	1	1	1	1	46	36142101	3			
36142201	攻击永久+4	1	1	1	1	1	3	36142201	3			
36142202	体力永久+2	1	1	1	1	1	2	36142202	3			
36151101	防止主公伤害	0	0	0	0		45	36151101	3			
36151201	获得1张锦囊	0	0	0	0		6	36151201	3			
36152101	防止主公伤害	0	0	0	0		45	36152101	3			
36152201	获得2张锦囊	0	0	0	0		6	36152201	3			
36161101	免疫伤害添加	0	1	1	1	1	30	36151101	3			
36161201	免疫伤害移除	0	1	1	1	1	30	36151201	3			
36161301	马术	1	1	1	1	1	46	36161301	3			
36161401	沉默添加	0	1	1	1	1	47	36161401	3			
36162101	免疫伤害添加	0	1	1	1	1	30	36162101	3			
36162201	免疫伤害移除	0	1	1	1	1	30	36162201	3			
36162301	马术	1	1	1	1	1	46	36162301	3			
36162401	沉默添加	0	1	1	1	1	47	36162401	3			
36171101	攻击+6	1	1	1	1	1	3	36171101	3			
36171102	体力+6	1	1	1	1	1	2	36171102	3			
36172101	攻击+12	1	1	1	1	1	3	36172101	3			
36172102	体力+12	1	1	1	1	1	2	36172102	3			
36181101	马术	1	1	1	1	1	46	36181101	3			
36181201	攻击永久+3	1	1	1	1	1	3	36181201	3			
36181202	体力永久+2	1	1	1	1	1	2	36181202	3			
36181301	西凉友方共享马术效果	1	1	1	1	1	49	36181301	3			
36182101	马术	0	1	1	1	1	46	36182101	3			
36182201	攻击永久+6	1	1	1	1	1	3	36182201	3			
36182202	体力永久+4	1	1	1	1	1	2	36182202	3			
36182301	西凉友方共享马术效果	1	1	1	1	1	49	36182301	3			
36191101	锋势+1	1	1	1	1	1	12	36191101	3			
36192101	锋势+2	1	1	1	1	1	12	36192101	3			
36201101	主公1点伤害	0	0	0	0		25	36201101	3			
36202101	主公1点伤害	0	0	0	0		25	36202101	3			
36201102	攻击+2	1	1	1	1	1	3	36201102	3			
36201103	体力+2	1	1	1	1	1	2	36201103	3			
36202102	攻击+4	1	1	1	1	1	3	36202102	3			
36202103	体力+4	1	1	1	1	1	2	36202103	3			
37011101	获得挑衅	1	1	1	0		16	37011101	3			
37011102	攻击+1	1	1	1	1	1	3	37011102	3			
37011103	体力+1	1	1	1	1	1	2	37011103	3			
37012101	获得挑衅	1	1	1	0		16	37012101	3			
37012102	攻击+2	1	1	1		1	3	37012102	3			
37012103	体力+2	1	1	1		1	2	37012103	3			
37021101	上阵3个刺客	0	0	0	0		1	37021101	3			
37022101	上阵3个金色刺客	0	0	0	0		1	37022101	3			
37031101	招募结束时，使升级营帐消耗的虎符数-1	0	0	0	0		31	37031101	3			
37032101	招募结束时，使升级营帐消耗的虎符数-1	0	0	0	0		31	37032101	3			
37041101	遣散后，挑选1张锦囊牌	0	0	0	0		28	37041101	3			
37042101	遣散后，挑选1张锦囊牌2次	0	0	0	0		28	37042101	3			
37051101	挑衅	1	1	1	0		16	37051101	3			
37051201	遗计：使1个友方获得御策	0	1	1	1	1	9	37051201	3			
37052101	挑衅	1	1	1	0		16	37052101	3			
37052201	遗计：使2个友方获得御策	0	1	1	1	1	9	37052201	3			
37061101	攻击-8	0	1	1	1	1	3	37061101	3			
37062101	攻击-16	0	1	1	1	1	3	37062101	3			
37071101	挑衅	1	1	1	0		16	37071101	3			
37071201	攻击+1	0	1	1	1	1	3	37071201	3			
37072101	挑衅	1	1	1	0		16	37072101	3			
37072201	攻击+2	0	1	1	1	1	3	37072201	3			
37081101	挑衅	1	1	1	0		16	37081101	3			
37081201	攻击+2	1	1	1	1	1	3	37081201	3			
37081202	体力+3	1	1	1	1	1	2	37081202	3			
37082101	挑衅	1	1	1	0		16	37082101	3			
37082201	攻击+4	1	1	1	1	1	3	37082201	3			
37082202	体力+6	1	1	1	1	1	2	37082202	3			
37091101	挑衅	1	1	1	0		16	37091101	3			
37091102	攻击+2	1	1	1	1	1	3	37091102	3			
37091103	体力+2	1	1	1	1	1	2	37091103	3			
37092101	挑衅	1	1	1	0		16	37092101	3			
37092102	攻击+4	1	1	1	1	1	3	37092102	3			
37092103	体力+4	1	1	1	1	1	2	37092103	3			
37101101	变化为星级+1的武将		0	0	0		23	37101101	3			
37102101	变化为星级+2的武将		0	0	0		23	37102101	3			
37131101	攻击-3	0	1	1	1	1	3	37131101	3			
37131102	体力-3	0	1	1	1	1	2	37131102	3			
37131103	攻击+3	0	1	1	1	1	3	37131103	3			
37131104	体力+3	0	1	1	1	1	2	37131104	3			
37132101	攻击-6	0	1	1	1	1	3	37132101	3			
37132102	体力-6	0	1	1	1	1	2	37132102	3			
37132103	攻击+6	0	1	1	1	1	3	37132103	3			
37132104	体力+6	0	1	1	1	1	2	37132104	3			
37141101	挑衅	1	1	1	0		16	37141101	3			
37141201	攻击+3	1	1	1	1	1	3	37141201	3			
37141202	体力+3	1	1	1	1	1	2	37141202	3			
37142101	挑衅	1	1	1	0		16	37142101	3			
37142201	攻击+6	1	1	1	1	1	3	37142201	3			
37142202	体力+6	1	1	1	1	1	2	37142202	3			
37151101	体力+12	1	1	1	1	1	2	37151101	3			
37152101	体力+24	1	1	1	1	1	2	37152101	3			
37161101	触发1次招募结束	0	0	0	0		27	37161101	3			
37162101	触发2次招募结束	0	0	0	0		27	37162101	3			
37111101	攻击+3	0	1	1	1	1	3	37111101	3			
37111102	体力+3	0	1	1	1	1	2	37111102	3			
37112101	攻击+6	0	1	1	1	1	3	37112101	3			
37112102	体力+6	0	1	1	1	1	2	37112102	3			
37121101	攻击变为1	0	1	1	1	1	3	37121101	3			
37121102	体力变为1	0	1	1	1	1	2	37121102	3			
37122101	攻击变为1	0	1	1	1	1	3	37122101	3			
37122102	体力变为1	0	1	1	1	1	2	37122102	3			
37171101	触发1次当先	0	0	0	0		27	37171101	3			
37172101	触发2次当先	0	0	0	0		27	37172101	3			
37181101	触发1次招募结束	0	0	0	0		27	37181101	3			
37182101	触发2次招募结束	0	0	0	0		27	37182101	3			
37191101	触发1次遗计	0	0	0	0		27	37191101	3			
37192101	触发2次遗计	0	0	0	0		27	37192101	3			
37201101	当先：挑选1张等级5~6的锦囊牌	0	0	0	0		28	37201101	3			
37202101	当先：挑选2张等级5~6的锦囊牌	0	0	0	0		28	37202101	3			
37211101	攻击时免疫伤害。	0	1	1	0		30	37211101	3			
37211201	攻击时免疫伤害。(移除)	0	1	1	0		30	37211201	3			
37211301	攻击同时对目标和一个相邻武将造成伤害	1	1	1	1	1	62	37211301	3			
37212101	攻击时免疫伤害。	0	1	1	0		30	37212101	3			
37212201	攻击时免疫伤害。(移除)	0	1	1	0		30	37212201	3			
37212301	攻击同时对目标两侧的武将造成伤害	1	1	1	1	1	13	37212301	3			
37221101	攻击+2	1	1	1	1	1	3	37221101	3			
