SkillID	SkillName	SkillDesc	IsScenarioSkill	IsRepeatedWork	SkillPriority	TriggerTyp	TriggerTimes	ActivateRatio	TargetTyp1	TargetPara1	SkillBuff1	AffiliatedSkill	ChessBuffTips	SkillTyp	ChessSkillKeyword	SkillShownName	ScenarioPara	IsHaloSkill	TriggerPara	RelatedSummonMinion	TargetTyp2	SkillBuff2	ActiveTips	TargetPara2	RelatedUpgradeSkillID	SkillOperatingServer	IsWorkInHand	IsGlobalSkill	SkillSpecialEffectType	EffectPlayPosition	TriggerTimesFunction	InheritUpgradSkill	IsTriggerDelete	IsMergeEffect	SkillTriggerCountLimit
350521	伏完金	遣散后，额外获得4枚虎符		1	3	22	1	100	23		[35052101]								3505211																
350611	吉平	御策。		1	3	43	1	100	1		[35061101]			[7]	[7]																				
350612	吉平	破军：获得1枚虎符		1	3	48	1	100	23		[35061201]			[4]	[4]	溃蟒																			
350621	吉平金	御策。		1	3	43	1	100	1		[35062101]			[7]	[7]																				
350622	吉平金	破军：获得2枚虎符		1	3	48	1	100	23		[35062201]			[4]	[4]	溃蟒																			
350711	刘繇	战斗开始时，使全体友方获得：破军：永久获得+2/+1		1	3	5	1	100	6	3507111	[35071101]		刘繇【戡难】|破军：永久+2/+1		[4]	戡难													11	2					
350712	刘繇衍生	破军：永久获得+2/+1		1	3	48	1	100	1		[35071201, 35071202]		刘繇【戡难】|+2/+1	[4]	[4]	戡难																			
350721	刘繇	战斗开始时，使全体友方获得：破军：永久获得+4/+2		1	3	5	1	100	6	3507211	[35072101]		刘繇【戡难】|破军：永久+4/+2		[4]	戡难													11	2					
350722	刘繇衍生	破军：永久获得+4/+2		1	3	48	1	100	1		[35072201, 35072202]		刘繇【戡难】|+4/+2	[4]	[4]	戡难																			
350811	王荣	当先：获得1枚虎符		1	3	39	1	100	23		[35081101]			[3]	[3]	敏思																			
350812	王荣	遗计：获得1虎符		1	3	45	1	100	23		[35081201]			[2]	[2]	追德			3508121																
350821	王荣金	当先：获得2枚虎符		1	3	39	1	100	23		[35082101]			[3]	[3]	敏思																			
350822	王荣金	遗计：获得2虎符		1	3	45	1	100	23		[35082201]			[2]	[2]	追德			3508221																
350911	杨彪	当先：使其他汉势力友方获得+2/+1		1	3	39	1	100	6	3509111	[35091101, 35091102]		杨彪【昭汉】|+2/+1	[3]	[3]	昭汉																			
350921	杨彪金	当先：使其他汉势力友方获得+4/+2		1	3	39	1	100	6	3509211	[35092101, 35092102]		杨彪【昭汉】|+4/+2	[3]	[3]	昭汉																			
351011	王允	御策。		1	3	43	1	100	1		[35101101]			[7]	[7]																				
351012	王允	破军：获得1张随机锦囊牌		1	3	48	1	100	23		[35101201]			[4]	[4]	连计																			
351021	王允金	御策。		1	3	43	1	100	1		[35102101]			[7]	[7]																				
351022	王允金	破军：获得2张随机锦囊牌		1	3	48	1	100	23		[35102201]			[4]	[4]	连计																			
351111	何进	战斗开始时，触发全体友方的破军效果		1	3	5	1	100	6	3511111	[35111101]				[4]														26	1					
351121	何进金	战斗开始时，触发全体友方的破军效果2次		1	3	5	1	100	6	3511211	[35112101]				[4]														26	1					
351211	赵忠	招募阶段获得虎符后，获得+1/+1		1	3	25	1	100	1		[35121101, 35121102]		赵忠【殃众】|+1/+1			殃众			3512111							2									
351221	赵忠金	招募阶段获得虎符后，获得+2/+2		1	3	25	1	100	1		[35122101, 35122102]		赵忠【殃众】|+2/+2			殃众			3512211							2									
351311	朱儁	咆哮。		1	3	43	1	100	1		[35131101]				[9]																				
351312	朱儁	攻击时，使全体汉势力友方获得+2/+2		1	3	8	1	100	6	3513121	[35131201, 35131202]		朱儁【溃蟒】|+2/+2			溃蟒			3513121																
351321	朱儁金	咆哮。		1	3	43	1	100	1		[35132101]				[9]																				
351322	朱儁金	攻击时，使全体汉势力友方获得+4/+4		1	3	8	1	100	6	3513221	[35132201, 35132202]		朱儁【溃蟒】|+4/+4			溃蟒			3513221																
351411	万年公主	友方触发破军效果后，使随机4个友方永久获得+2/+1		1	3	16	1	100	6	3514111	[35141101, 35141102]		万年公主【兴汉】|+2/+1		[4]	兴汉			3514111																
351421	万年公主金	友方触发破军效果后，使随机4个友方永久获得+4/+2		1	3	16	1	100	6	3514211	[35142101, 35142102]		万年公主【兴汉】|+4/+2		[4]	兴汉			3514211																
351511	皇甫嵩	咆哮。		1	3	43	1	100	1		[35151101]				[9]																				
351512	皇甫嵩	御策。		1	3	43	1	100	1		[35151201]			[7]	[7]																				
351513	皇甫嵩	破军：永久获得+3/+3		1	3	48	1	100	1		[35151301, 35151302]		皇甫嵩【奋钺】|+3/+3	[4]	[4]	奋钺																			
351521	皇甫嵩金	咆哮。		1	3	43	1	100	1		[35152101]				[9]																				
351522	皇甫嵩金	御策。		1	3	43	1	100	1		[35152201]			[7]	[7]																				
351523	皇甫嵩金	破军：永久获得+6/+6		1	3	48	1	100	1		[35152301, 35152302]		皇甫嵩【奋钺】|+6/+6	[4]	[4]	奋钺																			
351611	张让	你招募汉势力武将后，获得1枚虎符		1	3	21	1	100	23		[35161101]					滔乱			3516111										44	1					
351621	张让金	你招募汉势力武将后，获得2枚虎符		1	3	21	1	100	23		[35162101]					滔乱			3516211										44	1					
351711	董承	本局游戏每触发过1次破军效果，获得+1/+1		1	3	16	1	100	1		[35171101, 35171102]		董承【血诏】|每触发过1次破军效果，获得+1/+1		[4]	血诏			3517111									1							
351721	董承金	本局游戏每触发过1次破军效果，获得+2/+2		1	3	16	1	100	1		[35172101, 35172102]		董承【血诏】|每触发过1次破军效果，获得+2/+2		[4]	血诏			3517211									1							
351811	何太后	鸩毒。		1	3	43	1	100	1		[35181101]			[20]	[20]																				
351812	何太后	破军：获得御策		1	3	48	1	100	1		[35181201]			[4]	[4, 7]	戚乱																			
351821	何太后金	鸩毒。		1	3	43	1	100	1		[35182101]			[20]	[20]																				
351822	何太后金	破军：获得御策		1	3	48	1	100	1		[35182201]			[4]	[4, 7]	戚乱																			
351911	曹节	招募武将后，使2个随机汉势力友方获得+2/+2		1	3	21	1	100	6	3519111	[35191101, 35191102]		曹节【惠民】|+2/+2			惠民			3519111																
351921	曹节	招募武将后，使2个随机汉势力友方获得+4/+4		1	3	21	1	100	6	3519211	[35192101, 35192102]		曹节【惠民】|+4/+4			惠民			3519211																
360111	华雄	你使用西凉武将牌后，对主公造成1点伤害并获得+1/+1		1	3	23	1	100	20	3601112	[36011101]		华雄【耀武】|+1/+1			耀武			3601111		1	[36011102, 36011103]							37						
360121	华雄金	你使用西凉武将牌后，对主公造成1点伤害并获得+2/+2		1	3	23	1	100	20	3601212	[36012101]		华雄【耀武】|+2/+2			耀武			3601211		1	[36012102, 36012103]							37						
360211	马云騄	马术		1	3	43	1	100	1		[36021101]																								
360212	马云騄	马术：攻击造成双倍伤害		1	3	9	1	100	26		[36021201]			[19]	[19]	凤魄			3602121																
360221	马云騄金	马术		1	3	43	1	100	1		[36022101]																								
360222	马云騄金	马术：攻击造成3倍伤害		1	3	9	1	100	26		[36022201]			[19]	[19]	凤魄			3602221																
360311	董白	主公受到伤害时，使伤害减少1点并使自身获得体力+1		1	3	52	1	100	23		[36031101]		董白【黠慧】|体力+1			黠慧			3603111		1	[36031102]													
360321	董白金	主公受到伤害时，使伤害减少2点并使自身获得体力+2		1	3	52	1	100	23		[36032101]		董白【黠慧】|体力+2			黠慧			3603211		1	[36032102]													
360411	马休	马术		1	3	43	1	100	1		[36041101]																								
360412	马休	马术：获得1枚虎符		1	3	9	1	100	23		[36041201]			[19]	[19]	虎符			3604121																
360413	马休	战斗开始时，使自身和相邻友方获得马术：永久获得+1/+1		1	3	5	1	100	1		[36041301]		马休【世胄】|马术：永久获得+1/+1		[19]	世胄					10	[36041302]		3604132											
360414	马休衍生技	马术：永久获得+1/+1		1	3	8	1	100	1		[36041401, 36041402]		马休【世胄】|+1/+1	[19]	[19]				3604141																
360421	马休金	马术		1	3	43	1	100	1		[36042101]																								
360422	马休金	马术：获得2枚虎符		1	3	9	1	100	23		[36042201]			[19]	[19]	虎符			3604221																
360423	马休金	战斗开始时，使自身和相邻友方获得马术：永久获得+2/+2		1	3	5	1	100	1		[36042301]		马休【世胄】|马术：永久获得+2/+2		[19]	世胄					10	[36042302]		3604232											
360424	马休金衍生技	马术：永久获得+2/+2		1	3	8	1	100	1		[36042401, 36042402]		马休【世胄】|+2/+2	[19]	[19]				3604241																
360511	张横	当先：对主公造成2点伤害并随机获得1张西凉武将牌		1	3	39	1	100	20	3605112	[36051101]			[3]	[3]	粮绝					23	[36051102]							37						
360521	张横	当先：对主公造成2点伤害并随机获得2张西凉武将牌		1	3	39	1	100	20	3605212	[36052101]			[3]	[3]	粮绝					23	[36052102]							37						
360611	韩遂	友方触发马术效果时，使其永久获得+3/+2		1	3	16	1	100	1		[36061101, 36061102]		韩遂【逆乱】|+3/+2		[19]	逆乱		1	3606111										15	1					
360621	韩遂金	友方触发马术效果时，使其永久获得+6/+4		1	3	16	1	100	1		[36062101, 36062102]		韩遂【逆乱】|+6/+4		[19]	逆乱		1	3606211										15	1					
360711	李儒	鸩毒。		1	3	43	1	100	1		[36071101]			[20]	[20]																				
360712	李儒	招募结束时，对主公造成1点伤害		1	3	3	1	100	20	3607122	[36071201]			[15]		灭计																			
360721	李儒金	鸩毒。		1	3	43	1	100	1		[36072101]			[20]	[20]																				
360722	李儒金	招募结束时，对主公造成1点伤害2次		1	3	3	2	100	20	3607222	[36072201]			[15]		灭计																			
360811	牛辅	自身被招募时，对主公造成3点伤害并获得3枚虎符		1	3	21	1	100	20	3608112	[36081101]					宵袭			3608111		23	[36081102]					1		37						
360821	牛辅金	自身被招募时，对主公造成3点伤害并获得6枚虎符		1	3	21	1	100	20	3608212	[36082101]					宵袭			3608211		23	[36082102]					1		37						
360911	马伶俐	非同名马术友方攻击后，自身永久获得+2/+2并立刻发起攻击		1	3	10	1	100	1		[36091101, 36091102, 36091103]		马伶俐【硝引】|+2/+2		[19]	硝引			3609111										15	1					
360921	马伶俐金	非同名马术友方攻击后，自身永久获得+4/+4并立刻发起攻击		1	3	10	1	100	1		[36092101, 36092102, 36092103]		马伶俐【硝引】|+4/+4		[19]	硝引			3609211										15	1					
361011	庞德	马术		1	3	43	1	100	1		[36101101]																								
361012	庞德	马术：受到伤害减半		1	3	9	1	100	1		[36101201]		庞德【鞬出】|受到伤害减半	[19]	[19]	鞬出			3610121																
361021	庞德金	马术		1	3	43	1	100	1		[36102101]																								
361022	庞德金	马术：受到伤害减半		1	3	9	1	100	1		[36102201]		庞德【鞬出】|受到伤害减半	[19]	[19]	鞬出			3610221																
361111	董翓	主公受到伤害时，使自身和两侧友方获得+1/+1		1	3	53	1	100	1		[36111101, 36111102]		董翓【狐媚】|+1/+1			狐媚			3611111		10	[36111103, 36111104]		3611112											
361121	董翓金	主公受到伤害时，使自身和两侧友方获得+2/+2		1	3	53	1	100	1		[36112101, 36112102]		董翓【狐媚】|+2/+2			狐媚			3611211		10	[36112103, 36112104]		3611212											
361112	董翓	主公受到伤害时，使随机2个友方获得+2/+1		1	3	53	1	100	6	3611122	[36111101, 36111102]		董翓【狐媚】|+2/+1			狐媚			3611111																
361122	董翓金	主公受到伤害时，使随机2个友方获得+4/+2		1	3	53	1	100	6	3611222	[36112101, 36112102]		董翓【狐媚】|+4/+2			狐媚			3611211																
361211	李傕	使用此牌时，对主公造成1点伤害并随机获得1张本回合使用过的锦囊		1	3	39	1	100	20	3612112	[36121101]				[3]	亦算					23	[36121102]													
361221	李傕金	使用此牌时，对主公造成1点伤害并随机获得2张本回合使用过的锦囊		1	3	39	1	100	20	3612212	[36122101]				[3]	亦算					23	[36122102]													
361311	马铁	西凉友方攻击时，本场战斗友方每发起过一次攻击使其永久获得+2/+1		1	3	8	1	100	1		[36131101, 36131102]		马铁【垦伤】|+2/+1			垦伤		1	3613111																
361321	马铁金	西凉友方攻击时，本场战斗友方每发起过一次攻击使其永久获得+4/+2		1	3	8	1	100	1		[36132101, 36132102]		马铁【垦伤】|+4/+2			垦伤		1	3613211																
361411	马岱	友方触发马术效果时，刷新其马术		1	3	10	1	100	1		[36141101]				[19]	潜袭		1	3614111																
361412	马岱	友方触发马术效果时，使全体西凉友方永久获得+2/+1		1	3	16	1	100	6	3614122	[36141201, 36141202]		马岱【潜袭】|+2/+1		[19]	潜袭			3614121										16	1					
361421	马岱金	友方触发马术效果时，刷新其马术		1	3	10	1	100	1		[36142101]				[19]	潜袭		1	3614211																
361422	马岱金	友方触发马术效果时，使全体西凉友方永久获得+4/+2		1	3	16	1	100	6	3614222	[36142201, 36142202]		马岱【潜袭】|+4/+2		[19]	潜袭			3614221										16	1					
361511	李肃	主公受到伤害时，防止此伤害		1	3	52	1	100	23		[36151101]					利熏			3615111																
361512	李肃	每受到4次伤害，获得1张锦囊		1	3	53	1	100	23		[36151201]								3615121																
361521	李肃金	主公受到伤害时，防止此伤害		1	3	52	1	100	23		[36152101]					利熏			3615211																
361522	李肃金	每受到4次伤害，获得2张锦囊		1	3	53	1	100	23		[36152201]								3615221																
361611	马超	攻击时免疫伤害添加		1	3	9	1	100	1		[36161101]								3616111																
361612	马超	攻击时免疫伤害移除		1	3	10	1	100	1		[36161201]								3616121																
361613	马超	马术		1	3	43	1	100	1		[36161301]																								
361614	马超	马术：使目标的基础技能无效		1	3	9	1	100	2		[36161401]		马超【铁骑】|基础技能无效	[19]	[19]	铁骑			3616141										30	2					
361621	马超金	攻击时免疫伤害添加		1	3	9	1	100	1		[36162101]								3616211																
361622	马超金	攻击时免疫伤害移除		1	3	10	1	100	1		[36162201]								3616221																
361623	马超金	马术		1	3	43	1	100	1		[36162301]																								
361624	马超金	马术：使目标的基础技能无效		1	3	9	1	100	2		[36162401]		马超【铁骑】|基础技能无效	[19]	[19]	铁骑			3616241										30	2					
361711	樊稠	主公每受到6次伤害，使全体友方获得+6/+6		1	3	53	1	100	6	3617111	[36171101, 36171102]		樊稠【兴乱】|+6/+6			兴乱			3617111																
361721	樊稠金	主公每受到6次伤害，使全体友方获得+12/+12		1	3	53	1	100	6	3617211	[36172101, 36172102]		樊稠【兴乱】|+12/+12			兴乱			3617211																
361811	马腾	马术		1	3	43	1	100	1		[36181101]																								
361812	马腾	马术：永久获得+4/+4		1	3	8	1	100	1		[36181201, 36181202]		马腾【雄异】|+4/+4	[19]	[19]	雄异			3618121																
361813	马腾	所有西凉友方共享马术效果		1	3	43	1	100	1		[36181301]		马腾【雄异】|西凉友方共享马术效果	[21]	[16]														32	1					
361821	马腾金	马术		1	3	43	1	100	1		[36182101]																								
361822	马腾金	马术：永久获得+8/+8		1	3	8	1	100	1		[36182201, 36182202]		马腾【雄异】|+8/+8	[19]	[19]	雄异			3618221																
361823	马腾金	所有西凉友方共享马术效果		1	3	43	1	100	1		[36182301]		马腾【雄异】|西凉友方共享马术效果	[21]	[16]	雄异													32	1					
361911	徐荣	主公每受到3次伤害，获得烈刃		1	3	53	1	100	1		[36191101]		徐荣【凶镬】|自身造成的伤害+1	[8]	[8]	凶镬			3619111										38	1					
361921	徐荣金	主公每受到3次伤害，获得烈刃*2		1	3	53	1	100	1		[36192101]		徐荣【凶镬】|自身造成的伤害+2	[8]	[8]	凶镬			3619211										38	1					
362011	段煨	当先：对主公造成1点伤害，使全体西凉友方获得+2/+2		1	3	39	1	100	20	3620112	[36201101]		段煨【狼灭】|+2/+2	[3]	[3]	狼灭					6	[36201102, 36201103]		3620113											
362021	段煨	当先：对主公造成1点伤害，使全体西凉友方获得+4/+4		1	3	39	1	100	20	3620212	[36202101]		段煨【狼灭】|+4/+4	[3]	[3]	狼灭					6	[36202102, 36202103]		3620213											
370111	陶谦	当先：使一个友方获得挑衅与+1/+1		1	3	39	1	100	21		[37011101, 37011102, 37011103]		陶谦【当先】|+1/+1	[3]	[3]	当先							选择一个友方，使其获得挑衅与+1/+1												
370121	陶谦金	当先：使一个友方获得挑衅与+2/+2		1	3	39	1	100	21		[37012101, 37012102, 37012103]		陶谦【当先】|+2/+2	[3]	[3]	当先							选择一个友方，使其获得挑衅与+2/+2												
370211	许贡	遗计：上阵3个刺客		1	3	45	1	100	23		[37021101]			[2]	[2]	遗计			3702111	[20307251]															
370221	许贡金	遗计：上阵3个金色刺客		1	3	45	1	100	23		[37022101]			[2]	[2]	遗计			3702211	[20307252]															
370311	邹氏	招募结束时，使升级营帐消耗的虎符数-1		1	3	3	1	100	23		[37031101]			[15]		倾城																			
370321	邹氏金	招募结束时，使升级营帐消耗的虎符数-2		1	3	3	1	100	23		[37032101]			[15]		倾城																			
370411	蔡邕	遣散后，挑选1张锦囊牌		1	3	22	1	100	23		[37041101]					通博			3704111																
370421	蔡邕金	遣散后，挑选1张锦囊牌2次		1	3	22	1	100	23		[37042101]					通博			3704211																
370511	陈登	挑衅。		1	3	43	1	100	1		[37051101]			[5]	[5]																				
370512	陈登	遗计：使2个友方获得御策		1	3	45	1	100	6	3705122	[37051201]			[2]	[2, 7]	扶援			3705121																
370521	陈登金	挑衅。		1	3	43	1	100	1		[37052101]			[5]	[5]																				
370522	陈登金	遗计：使4个友方获得御策		1	3	45	1	100	6	3705222	[37052201]			[2]	[2, 7]	扶援			3705221																
370611	胡车儿	战斗开始时，使攻击最高的敌方获得攻击-8		1	3	5	1	100	9	3706111	[37061101]		胡车儿【盗戟】|攻击-8			盗戟																			
370621	胡车儿金	战斗开始时，使攻击最高的敌方获得攻击-16		1	3	5	1	100	9	3706211	[37062101]		胡车儿【盗戟】|攻击-16			盗戟																			
370711	邢道荣	挑衅		1	3	43	1	100	1		[37071101]			[5]	[5]																				
370712	邢道荣	受到伤害时，使全体友方获得攻击+1		1	3	35	1	100	6	3707122	[37071201]		邢道荣【虚猲】|攻击+1			虚羯			3707121																
370721	邢道荣金	挑衅		1	3	43	1	100	1		[37072101]			[5]	[5]																				
370722	邢道荣金	受到伤害时，使全体友方获得攻击+2		1	3	35	1	100	6	3707222	[37072201]		邢道荣【虚猲】|攻击+2			虚羯			3707221																
370811	潘凤	挑衅		1	3	43	1	100	1		[37081101]			[5]	[5]																				
370812	潘凤	当先：使具有挑衅的友方获得+2/+3		1	3	39	1	100	6	3708122	[37081201, 37081202]		潘凤【狂斧】|+2/+3	[3]	[3]	狂斧																			
370821	潘凤金	挑衅。		1	3	43	1	100	1		[37082101]			[5]	[5]																				
370822	潘凤金	当先：使具有挑衅的友方获得+4/+6		1	3	39	1	100	6	3708222	[37082201, 37082202]		潘凤【狂斧】|+4/+6	[3]	[3]	狂斧																			
370911	士燮	当先：使相邻友方获得挑衅与+2/+2		1	3	39	1	100	10	3709111	[37091101, 37091102, 37091103]		士燮【礼下】|+2/+2	[3]	[3]	礼下																			
370921	士燮金	当先：使相邻友方获得挑衅与+4/+4		1	3	39	1	100	10	3709211	[37092101, 37092102, 37092103]		士燮【礼下】|+4/+4	[3]	[3]	礼下																			
371011	司马徽	当先：将1个友方变化为等级+1的武将		1	3	39	1	100	21		[37101101]			[3]	[3]	荐杰							选择一名友方，将其变化为等级+1的武将												
371021	司马徽金	当先：将1个友方变化为等级+2的武将		1	3	39	1	100	21		[37102101]			[3]	[3]	荐杰							选择一名友方，将其变化为等级+2的武将												
371111	吴普	战斗开始时，使全体友方获得+3/+3		1	3	5	1	100	6	3711111	[37111101, 37111102]		吴普【锻体】|+3/+3			锻体																			
371121	吴普金	战斗开始时，使全体友方获得+6/+6		1	3	5	1	100	6	3711211	[37112101, 37112102]		吴普【锻体】|+6/+6			锻体																			
371211	蔡文姬	遗计：使击败你的武将属性变为1/1		1	3	45	1	100	25		[37121101, 37121102]			[2]	[2]	断肠			3712111																
371221	蔡文姬金	遗计：使击败你的武将属性变为1/1		1	3	45	1	100	25		[37122101, 37122102]			[2]	[2]	断肠			3712211																
371311	陈珪	敌方攻击时，使其获得-3/-3，使右侧友方获得+3/+3		1	3	9	1	100	26		[37131101, 37131102]		陈珪【营图】|敌方获得-3/-3，右侧友方获得+3/+3			营图			3713111		10	[6131103, 6131104]		3713112											
371321	陈珪金	敌方攻击时，使其获得-6/-6，使右侧友方获得+6/+6		1	3	9	1	100	26		[37132101, 37132102]		陈珪【营图】|敌方获得-6/-6，右侧友方获得+6/+6			营图			3713211		10	[6132103, 6132104]		3713212											
371411	韩馥	挑衅。		1	3	43	1	100	1		[37141101]				[5]																				
371412	韩馥	招募结束时，使具有挑衅的友方获得+3/+3		1	3	3	1	100	6	3714121	[37141201, 37141202]		韩馥【节应】|+3/+3	[15]		节应																			
371421	韩馥金	挑衅。		1	3	43	1	100	1		[37142101]				[5]																				
371422	韩馥金	招募结束时，使具有挑衅的友方获得+6/+6		1	3	3	1	100	6	3714221	[37142201, 37142202]		韩馥【节应】|+6/+6	[15]		节应																			
371511	华佗	当先：使1个友方获得体力+12		1	3	39	1	100	21		[37151101]		华佗【青囊】|体力+12	[3]	[3]	青囊							选择一名友方，使其获得体力+12												
371521	华佗金	当先：使1个友方获得体力+24		1	3	39	1	100	21		[37152101]		华佗【青囊】|体力+24	[3]	[3]	青囊							选择一名友方，使其获得体力+24												
371611	刘表	友方的招募结束效果额外触发1次		0	3	16	1	100	1		[37161101]				[16]	自守		1	3716111						371621										
371621	刘表金	友方的招募结束效果额外触发2次		0	3	16	1	100	1		[37162101]				[16]	自守		1	3716211																
371711	祢衡	友方的当先效果额外触发1次		0	3	16	1	100	1		[37171101]				[16, 3]	狂才		1	3717111						371721										
371721	祢衡金	友方的当先效果额外触发2次		0	3	16	1	100	1		[37172101]				[16, 3]	狂才		1	3717211																
371811	庞德公	遣散后，触发全体友方的招募结束效果		1	3	22	1	100	6	3718111	[37181101]					和洽			3718111																
371821	庞德公金	遣散后，触发全体友方的招募结束效果2次		1	3	22	1	100	6	3718211	[37182101]					和洽			3718211																
371911	于吉	友方的遗计效果额外触发1次		0	3	16	1	100	1		[37191101]				[16, 2]	蛊惑		1	3719111						371921										
371921	于吉金	友方的遗计效果额外触发2次		0	3	16	1	100	1		[37192101]				[16, 2]	蛊惑		1	3719211																
372011	贾诩	当先：挑选1张等级5~6的锦囊牌		1	3	39	1	100	23		[37201101]			[3]	[3]	慎略													28	1					
372021	贾诩金	当先：挑选2张等级5~6的锦囊牌		1	3	39	1	100	23		[37202101]			[3]	[3]	慎略													28	1					
372111	吕布	攻击时免疫伤害。		1	3	9	1	100	1		[37211101]					无双			3721111																
372112	吕布	攻击时免疫伤害。(移除)		1	3	10	1	100	1		[37211201]								3721121																
372113	吕布	攻击同时对目标和一个相邻武将造成伤害		1	3	43	1	100	1		[37211301]																								
372121	吕布金	攻击时免疫伤害。		1	3	9	1	100	1		[37212101]					无双			3721211																
372122	吕布金	攻击时免疫伤害。(移除)		1	3	10	1	100	1		[37212201]								3721221																
372123	吕布金	攻击同时对目标两侧的武将造成伤害		1	3	43	1	100	1		[37212301]																								
372211	南华老仙	你使用锦囊牌后，使4个随机友方获得+2/+2		1	3	24	1	100	6	3722111	[37221101, 37221102]		南华老仙【共修】|+2/+2			共修			3722111										33	1					
372221	南华老仙金	你使用锦囊牌后，使4个随机友方获得+4/+4		1	3	24	1	100	6	3722211	[37222101, 37222102]		南华老仙【共修】|+4/+4			共修			3722211										33	1					
372311	许劭	遣散后，挑选1张等级6的武将牌		1	3	22	1	100	23		[37231101]								3723111																
372321	许劭金	遣散后，挑选1张等级6的武将牌2次		1	3	22	1	100	23		[37232101]								3723211																
372421	左慈金	当先：将1个友方变为金色		1	3	39	1	100	21		[37242101]			[3]	[3]	化身							选择一名友方，使其变为金色												
410511	刘禅	无法攻击		1	3	43	1	100	1		[41051101]				[14]																				
410512	刘禅	战斗开始时，使左侧相邻友方获得咆哮		1	3	5	1	100	10	4105122	[41051201]		刘禅【放权】|咆哮			放权																			
410521	刘禅金	无法攻击		1	3	43	1	100	1		[41052101]				[14]																				
410522	刘禅金	战斗开始时，使左侧相邻友方获得咆哮与你的攻击力		1	3	5	1	100	10	4105222	[41052201, 41052202]		刘禅【放权】|咆哮与攻击力			放权																			
411111	张飞	咆哮		1	3	43	1	100	1		[41111101]				[9]																				
411112	张飞	战斗中非同名友方获得攻击力时，获得等量攻击力		1	3	29	1	100	1		[41111201]		张飞【替身】|获得等量攻击力			替身			4111121							1			2	2					
411121	张飞金	咆哮		1	3	43	1	100	1		[41112101]				[9]																				
411122	张飞金	战斗中非同名友方获得攻击力时，获得2倍的攻击力		1	3	29	1	100	1		[41112201]		张飞【替身】|获得双倍攻击力			替身			4111221							1			2	2					
411211	张苞	战斗中蜀势力友方获得攻击力时，使随机友方体力值永久+2		1	3	29	1	100	6	4112112	[41121101]		张苞【勇嗣】|体力+2			勇嗣			4112111							1									
411221	张苞金	战斗中蜀势力友方获得攻击力时，使随机友方体力值永久+4		1	3	29	1	100	6	4112212	[41122101]		张苞【勇嗣】|体力+4			勇嗣			4112211							1									
411321	徐庶金	遣散后，刷新营帐且其中均为蜀势力武将。随机获得1名蜀势力武将		1	3	22	1	100	23		[41132101]								4113211		23	[41132102]													
411511	关兴	友方攻击时，使全体蜀势力友方攻击力永久+2		1	3	8	1	100	6	4115112	[41151101]		关兴【武裔】|攻击力+2			武裔			4115111																
411521	关兴金	友方攻击时，使全体蜀势力友方攻击力永久+2，执行2次		1	3	8	2	100	6	4115212	[41152101]		关兴【武裔】|攻击力+2			武裔			4115211																
411911	法正	蜀势力友方首次攻击时，使其获得御策与攻击+8		1	3	8	1	100	1		[41191102, 41191101]		法正【眩惑】|攻击力+8		[7]	眩惑		1	4119111										4	2					
411921	法正金	蜀势力友方首次攻击时，使其与随机友方获得御策与攻击力翻倍		1	3	8	1	100	1		[41192101, 41192102]		法正【眩惑】|获得御策和攻击翻倍		[7]	眩惑		1	4119211		6	[41192103, 41192104]		4119212					4	2					
411922	法正金	蜀势力友方首次攻击时，使其与随机友方获得御策与永久+4/+4		1	3	8	1	100	1		[41192202, 41192201]		法正【眩惑】|攻击力+8			眩惑		1	4119211		6	[41192205, 41192204]		4119212					4	2					
412111	赵云	获得攻击力时，获得等量体力值		1	3	29	1	100	1		[41211101]		赵云【龙胆】|获得体力			龙胆			4121111										3	1					
412121	赵云金	获得攻击力时，获得2倍体力值		1	3	29	1	100	1		[41212101]		赵云【龙胆】|获得体力			龙胆			4121211										3	1					
420111	曹休	受到伤害时，攻击力永久+1		1	3	35	1	100	1		[42011101]		曹休【千驹】|攻击+1			千驹			4201111																
420121	曹休金	受到伤害时，攻击力永久+2		1	3	35	1	100	1		[42012101]		曹休【千驹】|攻击+2			千驹			4201211																
420511	王异	招募结束时，使全体友方体力值永久+2		1	3	3	1	100	6	4205112	[42051101]		王异【秘计】|体力+2	[15]		秘计																			
420521	王异	招募结束时，使全体友方体力值永久+4		1	3	3	1	100	6	4205212	[42052101]		王异【秘计】|体力+4	[15]		秘计																			
420611	何晏	遗计：对所有武将造成1点伤害		1	3	45	1	100	5	4206112	[42061101]			[2]	[2]				4206111																
420621	何晏1	遗计：对所有武将造成1点伤害2次		1	3	45	2	100	5	4206212	[42062101]			[2]	[2]				4206211																
420811	张郃	友方判定时，使随机2个友方永久获得+1/+1		1	3	46	1	100	6	4208112	[42081101, 42081102]		张郃【巧变】|+1/+1		[17]	巧变			4208111										7	2					
420821	张郃1	友方判定时，使随机2个友方永久获得+2/+2		1	3	46	1	100	6	4208212	[42082101, 42082102]		张郃【巧变】|+2/+2		[17]	巧变			4208211										7	2					
421011	荀彧	受到伤害时，使全体魏势力友方永久获得+1/+1		1	3	35	1	100	6	4210112	[42101101, 42101102]		荀彧【节命】|+1/+1			节命			4210111										8	2					
421021	荀彧1	受到伤害时，使全体魏势力友方永久获得+2/+2		1	3	35	1	100	6	4210212	[42102101, 42102102]		荀彧【节命】|+2/+2			节命			4210211										8	2					
